adapterConnected,createdAt,roomId,temperature,humidity,mq135Voltage,air_quality_ppm,dust_density_ug_m3,light_intensity_lux,pir,occupancy,ldr,current,power,energy_kWh,deviceTimestamp,timestamp,hour,dayOfWeek,health_score,environmental_health,energy_waste,anomaly_type
1,2026-03-26 09:00:00,Room101,30.8,70.3,1.37,115.0,44.2,392.0,0,Not Occupied,0,0.159507,1.91408,3.2e-05,1234800,1774515600,9,Thursday,45,Unhealthy,0,Normal
1,2026-03-26 09:00:00,Room102,31.2,63.1,1.35,84.0,22.5,356.1,0,Not Occupied,0,0.137867,1.6544,2.8e-05,1238400,1774515600,9,Thursday,73,Moderate,0,Normal
1,2026-03-26 09:00:00,Room103,30.2,62.2,1.22,93.0,58.3,424.4,0,Not Occupied,0,0.142753,1.71304,2.9e-05,1242000,1774515600,9,Thursday,58,Moderate,0,Normal
1,2026-03-26 09:00:00,Room104,27.4,66.9,1.16,81.0,49.9,447.0,0,Not Occupied,0,0.019989,0.23987,4e-06,1245600,1774515600,9,Thursday,88,Healthy,0,Normal
1,2026-03-26 09:00:00,Room105,27.9,63.8,1.09,75.0,37.9,358.3,0,Not Occupied,0,0.236151,2.83381,4.7e-05,1249200,1774515600,9,Thursday,88,Healthy,0,Normal
1,2026-03-26 09:00:00,Room106,31.3,57.2,1.37,106.0,40.1,357.4,0,Not Occupied,0,0.159656,1.91587,3.2e-05,1252800,1774515600,9,Thursday,70,Moderate,0,Normal
1,2026-03-26 10:00:00,Room101,30.9,55.5,1.26,95.0,35.6,485.5,0,Not Occupied,0,0.078789,0.94547,1.6e-05,1256400,1774519200,10,Thursday,85,Healthy,0,Normal
1,2026-03-26 10:00:00,Room102,29.1,70.3,1.01,64.0,23.0,453.7,0,Not Occupied,0,0.240413,2.88496,4.8e-05,1260000,1774519200,10,Thursday,75,Healthy,0,Normal
1,2026-03-26 10:00:00,Room103,30.8,51.5,1.07,78.0,40.0,479.4,0,Not Occupied,0,0.205485,2.46582,4.1e-05,1263600,1774519200,10,Thursday,85,Healthy,0,Normal
1,2026-03-26 10:00:00,Room104,28.5,64.6,1.61,142.0,33.8,516.5,0,Not Occupied,0,0.022976,0.27571,5e-06,1267200,1774519200,10,Thursday,65,Moderate,0,Normal
1,2026-03-26 10:00:00,Room105,30.6,56.7,1.14,86.0,28.7,422.8,0,Not Occupied,0,0.182697,2.19236,3.7e-05,1270800,1774519200,10,Thursday,85,Healthy,0,Normal
1,2026-03-26 10:00:00,Room106,33.7,60.8,1.21,110.0,60.0,428.3,0,Not Occupied,0,0.002859,0.03431,1e-06,1274400,1774519200,10,Thursday,58,Moderate,0,Normal
1,2026-03-26 11:00:00,Room101,32.4,61.5,1.16,86.0,39.6,535.6,0,Not Occupied,0,0.148783,1.7854,3e-05,1278000,1774522800,11,Thursday,65,Moderate,0,Normal
1,2026-03-26 11:00:00,Room102,30.6,67.0,1.19,88.0,40.6,551.7,0,Not Occupied,0,0.032594,0.39113,7e-06,1281600,1774522800,11,Thursday,65,Moderate,0,Normal
1,2026-03-26 11:00:00,Room103,30.9,63.1,1.3,108.0,75.2,533.1,1,Occupied,0,0.570223,6.84268,0.000114,1285200,1774522800,11,Thursday,35,Unhealthy,0,Normal
1,2026-03-26 11:00:00,Room104,29.7,69.3,1.24,95.0,5.0,433.5,0,Not Occupied,0,0.204543,2.45452,4.1e-05,1288800,1774522800,11,Thursday,88,Healthy,0,Normal
1,2026-03-26 11:00:00,Room105,31.7,53.6,1.67,143.0,144.5,750.0,1,Occupied,1,0.772794,9.27353,0.000155,1292400,1774522800,11,Thursday,25,Unhealthy,0,High Dust
1,2026-03-26 11:00:00,Room106,33.5,63.4,1.33,105.0,59.3,498.1,1,Occupied,0,0.219224,2.63069,4.4e-05,1296000,1774522800,11,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 12:00:00,Room101,33.3,58.2,1.56,134.0,63.7,750.0,1,Occupied,1,2.778116,33.33739,0.000556,1299600,1774526400,12,Thursday,40,Unhealthy,0,Normal
1,2026-03-26 12:00:00,Room102,32.2,60.4,1.41,120.0,32.8,750.0,1,Occupied,1,2.394129,28.72955,0.000479,1303200,1774526400,12,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 12:00:00,Room103,33.2,62.3,1.4,118.0,37.9,564.0,1,Occupied,0,0.670401,8.04481,0.000134,1306800,1774526400,12,Thursday,50,Moderate,0,Normal
1,2026-03-26 12:00:00,Room104,31.4,64.2,1.29,110.0,56.7,750.0,1,Occupied,1,1.188797,14.26556,0.000238,1310400,1774526400,12,Thursday,28,Unhealthy,0,Normal
1,2026-03-26 12:00:00,Room105,31.3,64.5,1.35,91.0,40.8,479.9,1,Occupied,0,0.033813,0.40576,7e-06,1314000,1774526400,12,Thursday,73,Moderate,0,Normal
1,2026-03-26 12:00:00,Room106,34.7,64.3,1.38,114.0,50.2,550.8,0,Not Occupied,0,0.191359,2.29631,3.8e-05,1317600,1774526400,12,Thursday,20,Unhealthy,0,High Temperature
1,2026-03-26 13:00:00,Room101,32.5,100.0,1.44,124.0,36.2,600.6,0,Not Occupied,0,0.152995,1.83594,3.1e-05,1321200,1774530000,13,Thursday,50,Moderate,0,Normal
1,2026-03-26 13:00:00,Room102,32.4,63.3,1.28,95.0,30.0,544.2,1,Occupied,0,0.444012,5.32814,8.9e-05,1324800,1774530000,13,Thursday,65,Moderate,0,Normal
1,2026-03-26 13:00:00,Room103,34.4,58.8,1.5,122.0,76.5,547.2,1,Occupied,0,0.544014,8.48388,0.000141,1328400,1774530000,13,Thursday,32,Unhealthy,0,High Temperature
1,2026-03-26 13:00:00,Room104,30.4,64.2,1.09,76.0,20.0,552.7,0,Not Occupied,0,0.131308,6.62732,2.6e-05,1332000,1774530000,13,Thursday,65,Moderate,0,Normal
1,2026-03-26 13:00:00,Room105,31.2,61.6,1.17,88.0,23.0,524.0,0,Not Occupied,0,0.157662,1.89194,3.2e-05,1335600,1774530000,13,Thursday,65,Moderate,0,Normal
1,2026-03-26 13:00:00,Room106,33.8,60.3,1.39,112.0,72.5,539.1,1,Occupied,0,0.605853,7.27024,0.000121,1339200,1774530000,13,Thursday,35,Unhealthy,0,Normal
1,2026-03-26 14:00:00,Room101,35.0,54.1,1.32,103.0,39.4,433.1,1,Occupied,0,0.584202,7.01042,0.000117,1342800,1774533600,14,Thursday,55,Moderate,0,High Temperature
1,2026-03-26 14:00:00,Room102,31.7,59.4,1.24,92.0,19.3,360.45,0,Not Occupied,0,0.09467,1.13604,1.9e-05,1346400,1774533600,14,Thursday,85,Healthy,0,Normal
1,2026-03-26 14:00:00,Room103,33.8,55.6,1.18,90.0,50.5,538.6,0,Not Occupied,0,0.111565,1.33878,2.2e-05,1350000,1774533600,14,Thursday,62,Moderate,0,Normal
1,2026-03-26 14:00:00,Room104,31.6,63.6,1.02,71.0,128.4,445.2,0,Not Occupied,0,0.118928,1.42714,2.4e-05,1353600,1774533600,14,Thursday,43,Unhealthy,0,High Dust
1,2026-03-26 14:00:00,Room105,31.8,59.5,0.97,65.0,35.6,442.3,0,Not Occupied,0,0.213457,2.56148,4.3e-05,1357200,1774533600,14,Thursday,85,Healthy,0,Normal
1,2026-03-26 14:00:00,Room106,33.2,67.8,1.45,119.0,37.9,447.2,0,Not Occupied,0,0.044355,0.53226,9e-06,1360800,1774533600,14,Thursday,58,Moderate,0,Normal
1,2026-03-26 15:00:00,Room101,33.7,57.7,1.21,88.0,49.6,389.7,0,Not Occupied,0,0.173655,2.08386,3.5e-05,1364400,1774537200,15,Thursday,85,Healthy,0,Normal
1,2026-03-26 15:00:00,Room102,30.9,61.7,1.54,127.0,57.6,413.8,1,Occupied,0,0.301031,3.61237,6e-05,1368000,1774537200,15,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 15:00:00,Room103,29.8,62.2,1.35,94.0,46.2,392.1,0,Not Occupied,0,0.177147,2.12576,3.5e-05,1371600,1774537200,15,Thursday,88,Healthy,0,Normal
0,2026-03-26 15:00:00,Room104,32.3,61.4,1.33,100.0,38.4,399.3,0,Not Occupied,0,0.0,0.0,0.0,1375200,1774537200,15,Thursday,58,Moderate,0,Normal
1,2026-03-26 15:00:00,Room105,32.3,67.5,1.9,176.0,39.4,713.5,1,Occupied,1,1.757647,21.09176,0.000352,1378800,1774537200,15,Thursday,28,Unhealthy,0,Poor Air Quality
1,2026-03-26 15:00:00,Room106,35.7,51.9,1.35,102.0,50.3,397.5,1,Occupied,0,0.684574,8.21489,0.000137,1382400,1774537200,15,Thursday,40,Unhealthy,0,High Temperature
1,2026-03-26 16:00:00,Room101,32.9,64.2,1.31,112.0,36.4,750.0,1,Occupied,0,2.704835,32.45802,0.000541,1386000,1774540800,16,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 16:00:00,Room102,30.4,66.8,1.23,100.0,28.9,280.0,0,Not Occupied,0,0.112977,1.35572,2.3e-05,1389600,1774540800,16,Thursday,50,Moderate,0,Normal
1,2026-03-26 16:00:00,Room103,32.2,62.5,1.24,104.0,40.7,272.2,0,Not Occupied,0,0.230909,2.77091,4.6e-05,1393200,1774540800,16,Thursday,50,Moderate,0,Normal
1,2026-03-26 16:00:00,Room104,30.9,60.5,1.2,97.0,24.4,279.0,0,Not Occupied,0,0.130586,1.56703,2.6e-05,1396800,1774540800,16,Thursday,65,Moderate,0,Normal
1,2026-03-26 16:00:00,Room105,31.7,56.5,1.35,106.0,43.8,360.45,1,Occupied,1,1.726817,20.7218,0.000345,1400400,1774540800,16,Thursday,62,Moderate,0,Normal
1,2026-03-26 16:00:00,Room106,33.2,63.1,2.17,205.0,52.5,549.0,1,Occupied,1,2.953932,35.44718,0.000591,1404000,1774540800,16,Thursday,20,Unhealthy,0,Poor Air Quality
1,2026-03-26 17:00:00,Room101,34.0,60.4,1.39,113.0,51.7,128.8,1,Occupied,0,0.517285,6.20742,0.000103,1407600,1774544400,17,Thursday,28,Unhealthy,0,Normal
1,2026-03-26 17:00:00,Room102,30.5,58.0,1.09,69.0,23.5,119.9,0,Not Occupied,0,0.032949,0.39539,7e-06,1411200,1774544400,17,Thursday,70,Moderate,0,Normal
1,2026-03-26 17:00:00,Room103,30.9,63.5,1.14,90.0,43.9,205.0,0,Not Occupied,0,0.0,1.17623,2e-05,1414800,1774544400,17,Thursday,65,Moderate,0,Normal
1,2026-03-26 17:00:00,Room104,30.7,54.9,1.04,71.0,19.7,196.1,0,Not Occupied,0,0.031849,0.38219,6e-06,1418400,1774544400,17,Thursday,77,Healthy,0,Normal
1,2026-03-26 17:00:00,Room105,32.2,57.3,1.36,116.0,35.9,179.0,1,Occupied,0,0.3385,4.062,6.8e-05,1422000,1774544400,17,Thursday,62,Moderate,0,Normal
1,2026-03-26 17:00:00,Room106,33.1,55.2,1.24,102.0,42.7,146.9,0,Not Occupied,0,0.544014,1.77649,3e-05,1425600,1774544400,17,Thursday,55,Moderate,0,Normal
1,2026-03-26 18:00:00,Room101,32.8,57.6,1.49,125.0,55.4,279.9,1,Occupied,1,3.314507,39.77408,0.000663,1429200,1774548000,18,Thursday,47,Unhealthy,0,Normal
1,2026-03-26 18:00:00,Room102,29.3,65.0,1.17,83.0,40.9,9.8,0,Not Occupied,0,0.170379,2.04455,3.4e-05,1432800,1774548000,18,Thursday,73,Moderate,0,Normal
1,2026-03-26 18:00:00,Room103,32.6,58.3,1.19,84.0,59.2,288.1,1,Occupied,1,1.641391,19.69669,0.000328,1436400,1774548000,18,Thursday,62,Moderate,0,Normal
1,2026-03-26 18:00:00,Room104,29.9,62.0,1.15,79.0,25.1,346.7,1,Occupied,1,1.718007,20.61608,0.000344,1440000,1774548000,18,Thursday,88,Healthy,0,Normal
1,2026-03-26 18:00:00,Room105,29.9,62.5,1.47,119.0,52.4,289.5,1,Occupied,1,0.929587,11.15504,0.000186,1443600,1774548000,18,Thursday,50,Moderate,0,Normal
1,2026-03-26 18:00:00,Room106,32.3,49.3,1.57,139.0,51.1,393.0,1,Occupied,1,2.062253,24.74704,0.000412,1447200,1774548000,18,Thursday,55,Moderate,0,Normal
1,2026-03-26 19:00:00,Room101,30.5,61.8,1.57,129.0,58.6,380.2,1,Occupied,1,1.874304,22.49165,0.000375,1450800,1774551600,19,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 19:00:00,Room102,28.9,65.1,1.07,76.0,24.3,49.2,0,Not Occupied,0,0.194717,2.3366,3.9e-05,1454400,1774551600,19,Thursday,73,Moderate,0,Normal
1,2026-03-26 19:00:00,Room103,31.2,61.1,1.37,123.0,44.9,335.6,1,Occupied,1,3.191287,38.29544,0.000638,1458000,1774551600,19,Thursday,58,Moderate,0,Normal
1,2026-03-26 19:00:00,Room104,28.1,100.0,1.22,92.0,33.3,37.5,1,Occupied,0,0.60888,7.30656,0.000122,1461600,1774551600,19,Thursday,73,Moderate,0,Normal
1,2026-03-26 19:00:00,Room105,29.6,65.0,1.62,142.0,48.0,13.9,1,Occupied,0,0.192777,2.31332,3.9e-05,1465200,1774551600,19,Thursday,58,Moderate,0,Normal
1,2026-03-26 19:00:00,Room106,32.0,62.9,1.59,135.0,69.7,414.2,1,Occupied,1,2.251739,27.02087,0.00045,1468800,1774551600,19,Thursday,43,Unhealthy,0,Normal
1,2026-03-26 20:00:00,Room101,30.0,65.4,1.5,118.0,5.0,22.0,0,Not Occupied,0,0.159394,1.91273,3.2e-05,1472400,1774555200,20,Thursday,58,Moderate,0,Normal
1,2026-03-26 20:00:00,Room102,29.1,61.1,1.2,88.0,54.6,425.5,1,Occupied,1,2.404067,28.8488,0.000481,1476000,1774555200,20,Thursday,73,Moderate,0,Normal
1,2026-03-26 20:00:00,Room103,29.8,64.7,1.79,161.0,45.8,461.9,1,Occupied,1,2.739757,32.87708,0.000548,1479600,1774555200,20,Thursday,58,Moderate,0,Poor Air Quality
1,2026-03-26 20:00:00,Room104,25.9,77.0,1.04,72.0,32.0,38.7,0,Not Occupied,0,0.187273,2.24728,3.7e-05,1483200,1774555200,20,Thursday,60,Moderate,0,Normal
1,2026-03-26 20:00:00,Room105,29.4,68.3,1.14,86.0,70.2,358.1,0,Not Occupied,1,1.402132,16.82558,0.00028,1486800,1774555200,20,Thursday,73,Moderate,1,Energy Waste
1,2026-03-26 20:00:00,Room106,45.0,73.0,1.77,154.0,36.8,286.4,1,Occupied,1,3.440611,41.28733,0.000688,1490400,1774555200,20,Thursday,37,Unhealthy,0,High Temperature
1,2026-03-26 21:00:00,Room101,31.1,59.3,1.55,138.0,28.7,13.8,1,Occupied,0,0.398888,4.78666,8e-05,1494000,1774558800,21,Thursday,55,Moderate,0,Normal
1,2026-03-26 21:00:00,Room102,28.2,65.6,1.21,91.0,19.3,470.2,0,Not Occupied,1,1.546928,18.56314,0.000309,1497600,1774558800,21,Thursday,88,Healthy,1,Energy Waste
1,2026-03-26 21:00:00,Room103,30.2,61.3,1.42,117.0,61.1,282.7,1,Occupied,1,0.933342,11.2001,0.000187,1501200,1774558800,21,Thursday,35,Unhealthy,0,Normal
1,2026-03-26 21:00:00,Room104,28.9,67.5,1.36,103.0,35.3,459.0,1,Occupied,1,2.538849,30.46619,0.000508,1504800,1774558800,21,Thursday,73,Moderate,0,Normal
1,2026-03-26 21:00:00,Room105,29.5,67.3,1.38,121.0,76.3,384.8,1,Occupied,1,3.692135,44.30562,0.000738,1508400,1774558800,21,Thursday,58,Moderate,0,Normal
1,2026-03-26 21:00:00,Room106,30.3,56.7,1.15,97.0,54.0,428.6,1,Occupied,1,2.772936,33.27523,0.000555,1512000,1774558800,21,Thursday,70,Moderate,0,Normal
1,2026-03-26 22:00:00,Room101,28.8,67.5,1.58,141.0,67.4,302.5,1,Occupied,1,3.003165,36.03798,0.000601,1515600,1774562400,22,Thursday,58,Moderate,0,Normal
1,2026-03-26 22:00:00,Room102,27.9,63.8,1.35,106.0,34.6,272.3,1,Occupied,1,3.220891,38.65069,0.000644,1519200,1774562400,22,Thursday,65,Moderate,0,Normal
1,2026-03-26 22:00:00,Room103,28.9,60.1,1.29,111.0,46.2,403.8,1,Occupied,1,2.207903,26.49484,0.000442,1522800,1774562400,22,Thursday,73,Moderate,0,Normal
1,2026-03-26 22:00:00,Room104,25.4,70.3,1.1,75.0,29.9,8.5,0,Not Occupied,0,0.147761,1.77313,3e-05,1526400,1774562400,22,Thursday,60,Moderate,0,Normal
1,2026-03-26 22:00:00,Room105,25.9,70.3,1.31,96.0,45.8,48.8,0,Not Occupied,0,0.143992,1.7279,2.9e-05,1530000,1774562400,22,Thursday,60,Moderate,0,Normal
1,2026-03-26 22:00:00,Room106,27.3,68.5,1.39,112.0,64.2,381.7,1,Occupied,1,2.103716,25.24459,0.000421,1533600,1774562400,22,Thursday,58,Moderate,0,Normal
1,2026-03-26 23:00:00,Room101,29.3,69.6,1.57,141.0,45.9,44.3,0,Not Occupied,0,0.104056,1.24867,2.1e-05,1537200,1774566000,23,Thursday,58,Moderate,0,Normal
1,2026-03-26 23:00:00,Room102,26.4,68.4,1.03,75.0,28.4,1.9,0,Not Occupied,0,0.045,0.54,9e-06,1540800,1774566000,23,Thursday,73,Moderate,0,Normal
1,2026-03-26 23:00:00,Room103,26.6,64.1,1.58,137.0,53.2,378.7,1,Occupied,1,1.401684,16.82021,0.00028,1544400,1774566000,23,Thursday,58,Moderate,0,Normal
1,2026-03-26 23:00:00,Room104,25.7,70.0,1.17,92.0,5.0,407.4,0,Not Occupied,1,0.83797,10.05564,0.000168,1548000,1774566000,23,Thursday,88,Healthy,1,Energy Waste
1,2026-03-26 23:00:00,Room105,26.8,70.2,1.41,118.0,55.1,285.5,1,Occupied,1,3.564253,42.77104,0.000713,1551600,1774566000,23,Thursday,37,Unhealthy,0,Normal
1,2026-03-26 23:00:00,Room106,28.5,68.2,1.72,153.0,50.4,360.45,1,Occupied,1,1.901704,22.82045,0.00038,1555200,1774566000,23,Thursday,43,Unhealthy,0,Poor Air Quality
1,2026-03-27 00:00:00,Room101,25.8,71.1,1.6,141.0,65.5,10.1,1,Occupied,0,0.189048,2.26858,3.8e-05,1558800,1774569600,0,Friday,30,Unhealthy,0,Normal
1,2026-03-27 00:00:00,Room102,27.2,70.8,1.23,100.0,64.1,400.4,1,Occupied,1,0.544014,31.88268,0.000531,1562400,1774569600,0,Friday,45,Unhealthy,0,Normal
1,2026-03-27 00:00:00,Room103,27.8,66.0,1.1,78.0,62.6,314.3,1,Occupied,1,1.747347,20.96816,0.000349,1566000,1774569600,0,Friday,73,Moderate,0,Normal
1,2026-03-27 00:00:00,Room104,25.2,74.3,2.29,217.0,45.1,376.8,1,Occupied,1,2.233662,26.80394,0.000447,1569600,1774569600,0,Friday,45,Unhealthy,0,Poor Air Quality
1,2026-03-27 00:00:00,Room105,29.5,71.3,1.18,89.0,39.6,4.5,0,Not Occupied,0,0.119946,1.43935,2.4e-05,1573200,1774569600,0,Friday,60,Moderate,0,Normal
1,2026-03-27 00:00:00,Room106,28.4,66.4,1.51,127.0,37.8,360.45,1,Occupied,1,2.185747,26.22896,0.000437,1576800,1774569600,0,Friday,73,Moderate,0,Normal
1,2026-03-27 01:00:00,Room101,29.2,68.8,1.62,141.0,67.0,277.8,1,Occupied,1,3.518711,42.22453,0.000704,1580400,1774573200,1,Friday,50,Moderate,0,Normal
1,2026-03-27 01:00:00,Room102,25.9,66.3,1.1,83.0,56.4,382.9,1,Occupied,1,0.914419,10.97303,0.000183,1584000,1774573200,1,Friday,73,Moderate,0,Normal
1,2026-03-27 01:00:00,Room103,27.4,67.6,1.23,93.0,65.3,337.6,1,Occupied,1,1.555545,18.66654,0.000311,1587600,1774573200,1,Friday,73,Moderate,0,Normal
1,2026-03-27 01:00:00,Room104,25.0,68.9,1.51,123.0,54.1,324.3,1,Occupied,1,2.687044,32.24453,0.000537,1591200,1774573200,1,Friday,58,Moderate,0,Normal
1,2026-03-27 01:00:00,Room105,26.8,59.9,1.43,114.0,54.6,5.5,0,Not Occupied,0,0.068986,0.82783,1.4e-05,1594800,1774573200,1,Friday,55,Moderate,0,Normal
1,2026-03-27 01:00:00,Room106,29.2,100.0,1.52,124.0,57.4,357.6,1,Occupied,1,2.76299,33.15588,0.000553,1598400,1774573200,1,Friday,70,Moderate,0,Normal
1,2026-03-27 02:00:00,Room101,28.2,64.6,1.35,113.0,46.2,445.2,1,Occupied,1,2.12482,25.49784,0.0001065,1602000,1774576800,2,Friday,73,Moderate,0,Normal
1,2026-03-27 02:00:00,Room102,29.5,72.4,1.54,124.0,46.2,360.3,1,Occupied,1,1.232362,14.78834,0.000246,1605600,1774576800,2,Friday,60,Moderate,0,Normal
1,2026-03-27 02:00:00,Room103,25.9,80.6,1.4,121.0,47.6,6.3,0,Not Occupied,0,0.065102,0.78122,1.3e-05,1609200,1774576800,2,Friday,45,Unhealthy,0,Normal
1,2026-03-27 02:00:00,Room104,25.6,69.1,1.44,122.0,40.4,20.2,1,Occupied,0,0.449592,5.3951,9e-05,1612800,1774576800,2,Friday,58,Moderate,0,Normal
1,2026-03-27 02:00:00,Room105,26.5,69.6,1.53,131.0,40.0,28.7,1,Occupied,0,0.202958,2.4355,4.1e-05,1616400,1774576800,2,Friday,58,Moderate,0,Normal
1,2026-03-27 02:00:00,Room106,28.0,64.6,1.37,107.0,70.7,445.0,1,Occupied,1,2.127113,25.52536,0.000425,1620000,1774576800,2,Friday,58,Moderate,0,Normal
1,2026-03-27 03:00:00,Room101,26.7,64.8,2.08,199.0,38.5,302.8,1,Occupied,1,1.716825,20.6019,0.000343,1623600,1774580400,3,Friday,58,Moderate,0,Poor Air Quality
1,2026-03-27 03:00:00,Room102,26.7,67.5,1.4,118.0,52.8,475.1,1,Occupied,1,3.497766,41.97319,0.0007,1627200,1774580400,3,Friday,58,Moderate,0,Normal
1,2026-03-27 03:00:00,Room103,24.5,76.6,1.57,127.0,37.2,278.9,1,Occupied,1,1.364908,16.3789,0.000273,1630800,1774580400,3,Friday,52,Moderate,0,Normal
1,2026-03-27 03:00:00,Room104,26.6,78.4,1.56,130.0,48.0,382.3,1,Occupied,1,2.97279,35.67348,0.000595,1634400,1774580400,3,Friday,60,Moderate,0,Normal
1,2026-03-27 03:00:00,Room105,26.9,72.3,1.68,146.0,44.3,260.5,1,Occupied,1,1.540566,18.48679,0.000308,1638000,1774580400,3,Friday,52,Moderate,0,Normal
1,2026-03-27 03:00:00,Room106,28.6,60.4,1.27,104.0,51.4,6.0,0,Not Occupied,0,0.069304,0.83165,1.4e-05,1641600,1774580400,3,Friday,43,Unhealthy,0,Normal
1,2026-03-27 04:00:00,Room101,27.4,62.6,0.97,67.0,22.3,28.8,0,Not Occupied,0,0.21132,2.53584,4.2e-05,1645200,1774584000,4,Friday,73,Moderate,0,Normal
1,2026-03-27 04:00:00,Room102,26.4,71.0,1.34,108.0,56.4,323.8,1,Occupied,1,2.394759,28.73711,0.000479,1648800,1774584000,4,Friday,45,Unhealthy,0,Normal
1,2026-03-27 04:00:00,Room103,26.9,66.1,1.49,121.0,57.3,34.3,0,Not Occupied,0,0.172087,2.06504,3.4e-05,1652400,1774584000,4,Friday,43,Unhealthy,0,Normal
1,2026-03-27 04:00:00,Room104,24.7,76.8,1.36,115.0,43.0,294.0,1,Occupied,1,1.407563,16.89076,0.000282,1656000,1774584000,4,Friday,52,Moderate,0,Normal
1,2026-03-27 04:00:00,Room105,25.6,65.7,1.24,97.0,58.2,463.2,1,Occupied,1,2.234458,26.8135,0.000447,1659600,1774584000,4,Friday,73,Moderate,0,Normal
1,2026-03-27 04:00:00,Room106,29.2,69.4,1.4,119.0,163.4,448.5,1,Occupied,1,1.15555,13.8666,0.0001065,1663200,1774584000,4,Friday,43,Unhealthy,0,High Dust
1,2026-03-27 05:00:00,Room101,28.8,67.0,1.47,125.0,54.1,373.0,1,Occupied,1,0.889649,10.67579,0.000178,1666800,1774587600,5,Friday,58,Moderate,0,Normal
1,2026-03-27 05:00:00,Room102,26.3,66.2,1.21,89.0,41.4,337.3,1,Occupied,1,0.990494,11.88593,0.000198,1670400,1774587600,5,Friday,88,Healthy,0,Normal
1,2026-03-27 05:00:00,Room103,28.4,65.2,1.3,103.0,53.5,307.7,1,Occupied,1,1.312952,15.75542,0.000263,1674000,1774587600,5,Friday,58,Moderate,0,Normal
1,2026-03-27 05:00:00,Room104,26.1,71.6,1.3,110.0,41.5,356.7,1,Occupied,1,3.764793,45.17752,0.000753,1677600,1774587600,5,Friday,60,Moderate,0,Normal
1,2026-03-27 05:00:00,Room105,26.7,70.9,1.77,151.0,53.6,360.45,1,Occupied,1,0.829947,9.95936,0.000166,1681200,1774587600,5,Friday,30,Unhealthy,0,Poor Air Quality
1,2026-03-27 05:00:00,Room106,29.0,62.7,1.4,121.0,64.8,9.4,1,Occupied,0,0.148726,1.78471,3e-05,1684800,1774587600,5,Friday,43,Unhealthy,0,Normal
1,2026-03-27 06:00:00,Room101,28.4,64.1,1.38,113.0,24.1,39.5,0,Not Occupied,0,0.147639,1.77167,3e-05,1688400,1774591200,6,Friday,58,Moderate,0,Normal
1,2026-03-27 06:00:00,Room102,28.1,66.6,1.32,100.0,60.1,463.5,1,Occupied,1,2.56214,30.74568,0.000512,1692000,1774591200,6,Friday,58,Moderate,0,Normal
1,2026-03-27 06:00:00,Room103,27.9,64.0,1.37,114.0,54.6,428.2,1,Occupied,1,2.710787,32.52944,0.000542,1695600,1774591200,6,Friday,58,Moderate,0,Normal
1,2026-03-27 06:00:00,Room104,27.3,68.5,1.46,123.0,50.8,465.3,1,Occupied,1,3.156231,37.87477,0.000631,1699200,1774591200,6,Friday,58,Moderate,0,Normal
1,2026-03-27 06:00:00,Room105,27.0,64.5,1.21,87.0,73.8,0.0,0,Not Occupied,0,0.07864,0.94368,1.6e-05,1702800,1774591200,6,Friday,58,Moderate,0,Normal
1,2026-03-27 06:00:00,Room106,30.8,63.8,1.52,122.0,71.6,450.0,1,Occupied,1,2.812251,33.74701,0.000562,1706400,1774591200,6,Friday,43,Unhealthy,0,Normal
1,2026-03-27 07:00:00,Room101,27.6,68.8,1.13,83.0,54.0,141.8,0,Not Occupied,0,0.007037,0.08444,1e-06,1710000,1774594800,7,Friday,58,Moderate,0,Normal
1,2026-03-27 07:00:00,Room102,27.1,73.7,1.46,125.0,39.2,174.2,1,Occupied,0,0.553658,6.6439,0.000111,1713600,1774594800,7,Friday,52,Moderate,0,Normal
1,2026-03-27 07:00:00,Room103,29.9,65.5,1.62,141.0,67.3,513.4,1,Occupied,1,2.581566,30.97879,0.000516,1717200,1774594800,7,Friday,50,Moderate,0,Normal
1,2026-03-27 07:00:00,Room104,26.3,64.5,1.15,87.0,20.3,200.8,0,Not Occupied,0,0.090834,1.09001,1.8e-05,1720800,1774594800,7,Friday,67,Moderate,0,Normal
1,2026-03-27 07:00:00,Room105,29.9,58.4,1.26,99.0,60.2,138.3,1,Occupied,0,0.690931,8.29117,0.0001065,1724400,1774594800,7,Friday,70,Moderate,0,Normal
1,2026-03-27 07:00:00,Room106,31.7,64.4,1.64,136.0,53.6,204.5,1,Occupied,0,0.381611,4.57933,7.6e-05,1728000,1774594800,7,Friday,35,Unhealthy,0,Normal
1,2026-03-27 08:00:00,Room101,30.2,61.2,1.42,117.0,32.3,272.1,0,Not Occupied,0,0.234291,2.81149,4.7e-05,1731600,1774598400,8,Friday,50,Moderate,0,Normal
1,2026-03-27 08:00:00,Room102,29.3,60.8,1.2,95.0,48.8,631.8,1,Occupied,1,1.71969,20.63628,0.000344,1735200,1774598400,8,Friday,80,Healthy,0,Normal
1,2026-03-27 08:00:00,Room103,29.9,68.1,1.32,111.0,34.0,251.1,0,Not Occupied,0,0.206807,2.48168,4.1e-05,1738800,1774598400,8,Friday,65,Moderate,0,Normal
